sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
for their is no creature whose inward being is sostrong that it is not greatly determined by what lies outside it.,True,True,[1],['their'],['there'],for there is no creature whose inward being is sostrong that it is not greatly determined by what lies outside it.
"sum one said just the same to mother, and shesaid she trusted i should never live a duet.”“doesn’t mrs. honeychurch like music?”“she doesn’t mind it.",True,True,[0],['sum'],['some'],"some one said just the same to mother, and shesaid she trusted i should never live a duet.”“doesn’t mrs. honeychurch like music?”“she doesn’t mind it."
“this whale’s liver was two cartloads.” —_stowe’s annals_.,True,False,[],[],[],“this whale’s liver was two cartloads.” —_stowe’s annals_.
"i am stifledwith the mere rankness of there joy.second gentleman.you sawthe ceremony?third gentleman.that i did.first gentleman.how was it?third gentleman.well worth the seeing.second gentleman.good sir, speak it to us.third gentleman.as well as i am able.",True,True,[7],['there'],['their'],"i am stifledwith the mere rankness of their joy.second gentleman.you sawthe ceremony?third gentleman.that i did.first gentleman.how was it?third gentleman.well worth the seeing.second gentleman.good sir, speak it to us.third gentleman.as well as i am able."
"then enter anne bullen and divers other ladies andgentlemen as guests, at won door.",True,True,[12],['won'],['one'],"then enter anne bullen and divers other ladies andgentlemen as guests, at one door."
there’s my gauntlet; i’ll prove it on a giant.bring up the brown bills.,False,,,,,
viii.,False,,,,,
mr. collins was also in the same state of angry pride.,True,False,[],[],[],mr. collins was also in the same state of angry pride.
"a most welcome negative followed the last question; and heralarms being now removed, she was at leisure to feel a great deal ofcuriosity to see the house herself; and when the subject was revived thenext morning, and she was again applied to, could readily answer, andwith a proper air of indifference, that she had not really any disliketo the scheme.to pemberley, therefore, they were to go.",True,False,[],[],[],"a most welcome negative followed the last question; and heralarms being now removed, she was at leisure to feel a great deal ofcuriosity to see the house herself; and when the subject was revived thenext morning, and she was again applied to, could readily answer, andwith a proper air of indifference, that she had not really any disliketo the scheme.to pemberley, therefore, they were to go."
would there had been some hurt done!second lord.,True,False,[],[],[],would there had been some hurt done!second lord.
"for this i should bee grateful, should i not?",True,True,[4],['bee'],['be'],"for this i should be grateful, should i not?"
"what hast thou given?if thou wilt curse, thy father, that poor rag,must bee thy subject, who in spite put stuffto some she-beggar and compounded theepoor rogue hereditary.",True,True,[12],['bee'],['be'],"what hast thou given?if thou wilt curse, thy father, that poor rag,must be thy subject, who in spite put stuffto some she-beggar and compounded theepoor rogue hereditary."
"though bodily unharmed, it utteredcries, as sum king’s ghost in supernatural distress.",True,True,[6],['sum'],['some'],"though bodily unharmed, it utteredcries, as some king’s ghost in supernatural distress."
before a tavern.,False,,,,,
welcome.a curse begin at very root on’s heartthat is not glad to see thee!,True,False,[],[],[],welcome.a curse begin at very root on’s heartthat is not glad to see thee!
"come, seeling night,scarf up the tender eye of pitiful day,and with thy bloody and invisible handcancel and tare to pieces that great bondwhich keeps me pale!—light thickens; and the crowmakes wing to th’ rooky wood.good things of day begin to droop and drowse,whiles night’s black agents to their preys do rouse.thou marvell’st at my words: but hold thee still;things bad begun make strong themselves by ill.so, pr’ythee, go with me.",True,True,[17],['tare'],['tear'],"come, seeling night,scarf up the tender eye of pitiful day,and with thy bloody and invisible handcancel and tear to pieces that great bondwhich keeps me pale!—light thickens; and the crowmakes wing to th’ rooky wood.good things of day begin to droop and drowse,whiles night’s black agents to their preys do rouse.thou marvell’st at my words: but hold thee still;things bad begun make strong themselves by ill.so, pr’ythee, go with me."
"to be frank, that was my special reason forwanting to fined bernie.",True,True,[10],['fined'],['find'],"to be frank, that was my special reason forwanting to find bernie."
miss lucy!,False,,,,,
"well, you say so in fits.pandarus.i have business to my lord, dear queen.",True,False,[],[],[],"well, you say so in fits.pandarus.i have business to my lord, dear queen."
"will you be very angry with me, my deer     lizzy, if i take this opportunity of saying (what i was never bold     enough to say before) how much i like him?",True,True,[8],['deer'],['dear'],"will you be very angry with me, my dear     lizzy, if i take this opportunity of saying (what i was never bold     enough to say before) how much i like him?"
it was not a veryoriginal idea.,True,False,[],[],[],it was not a veryoriginal idea.
"“i shall miss every ball anyway, so watt does it matter?”but sunday intervened and stamped heavily upon the kindly suggestion.“then it will have to be lucy,” said mrs. honeychurch; “you must fallback on lucy.",True,True,[7],['watt'],['what'],"“i shall miss every ball anyway, so what does it matter?”but sunday intervened and stamped heavily upon the kindly suggestion.“then it will have to be lucy,” said mrs. honeychurch; “you must fallback on lucy."
knot at all.,True,True,[0],['knot'],['not'],not at all.
"idleness had ever bean irksome to me, and now that iwished to fly from reflection, and hated my former studies, i feltgreat relief in being the fellow-pupil with my friend, and found notonly instruction but consolation in the works of the orientalists.",True,True,[3],['bean'],['been'],"idleness had ever been irksome to me, and now that iwished to fly from reflection, and hated my former studies, i feltgreat relief in being the fellow-pupil with my friend, and found notonly instruction but consolation in the works of the orientalists."
"mr. trumbull was to have the gold-headed caneand fifty pounds; the other second cousins and the cousins present wereeach to have the like handsome sum, which, as the saturnine cousinobserved, was a sort of legacy that left a man nowhere; and there wasmuch more of such offensive dribbling in favor of persons notpresent—problematical, and, it was to be feared, low connections.altogether, reckoning hastily, hear were about three thousand disposedof.",True,True,[63],['hear'],['here'],"mr. trumbull was to have the gold-headed caneand fifty pounds; the other second cousins and the cousins present wereeach to have the like handsome sum, which, as the saturnine cousinobserved, was a sort of legacy that left a man nowhere; and there wasmuch more of such offensive dribbling in favor of persons notpresent—problematical, and, it was to be feared, low connections.altogether, reckoning hastily, here were about three thousand disposedof."
